STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Rajasthan,"Jaipur Gramin",PMGSY-II,16,0,16,0,0,0,140.117,65.8536,140.122,49.8935,0
Rajasthan,Jaisalmer,PMGSY-I,277,0,277,0,0,0,2005.68,267.1791,1959.13,233.0147,0
Rajasthan,"Kotputli Behror",PMGSY-II,8,0,8,0,0,0,69.61,32.9576,69.74,27.586,0
Rajasthan,"Kotputli Behror",PMGSY-III,17,0,15,0,2,0,130.193,80.36925,118.22,55.2319,11.123
Rajasthan,"Neem Ka Thana",PMGSY-I,337,0,337,0,0,0,1126.9,304.9025,1086.897,255.7963,0
Rajasthan,Pali,PMGSY-I,249,0,249,0,0,0,1100.43,204.174,1042.736,179.7651,0
Rajasthan,Pali,PMGSY-III,32,9,31,1,1,8,324.44,226.93041,308.95,150.3187,13.5
Rajasthan,Sanchor,PMGSY-I,289,0,289,0,0,0,1372.015,272.2559,1299.81,241.1003,0
Rajasthan,Sikar,PMGSY-I,361,0,361,0,0,0,1373.595,263.1146,1334.755,224.346,0
Rajasthan,Sikar,PMGSY-III,22,0,19,0,3,0,254.63,162.8429,246.66,115.1175,7.27
Rajasthan,"Sri Ganganagar",PMGSY-III,9,0,5,0,4,0,91.625,50.494,70.575,24.969,21.05
Sikkim,Pakyong,PMGSY-III,4,0,0,0,4,0,19.41,14.02084,0,0,19.41
"Tamil Nadu",Chengalpattu,PMGSY-I,197,0,197,0,0,0,403.113,90.8977,400.157,-16.8283,0
"Tamil Nadu",Dindigul,PMGSY-II,34,0,34,0,0,0,120.746,56.06482,120.748,55.4039,0
"Tamil Nadu",Erode,PMGSY-II,11,0,11,0,0,0,28.672,9.70103,28.672,10.0326,0
"Tamil Nadu",Kallakurichi,PMGSY-II,29,3,29,3,0,0,95.684,48.27062,95.684,53.3121,0
"Tamil Nadu",Kallakurichi,PMGSY-III,42,4,21,0,21,4,158.214,112.13844,77.167,48.5506,81.069
"Tamil Nadu",Karur,PMGSY-I,181,0,181,0,0,0,475.43,116.62593,474.355,106.3399,0
"Tamil Nadu",Karur,PMGSY-III,74,0,51,0,23,0,268.516,138.02792,178.106,90.8956,80.46
"Tamil Nadu",Mayiladuthurai,PMGSY-III,59,10,32,0,27,10,236.544,234.7002,165.066,173.0283,71.451
"Tamil Nadu",Nagapattinam,PMGSY-I,193,8,193,8,0,0,438.1,262.27358,435.949,244.6971,0
"Tamil Nadu",Pudukkottai,PMGSY-III,77,0,42,0,35,0,335.616,197.66193,162.806,88.0048,172.995
"Tamil Nadu",Ramanathapuram,PMGSY-II,63,0,63,0,0,0,230.991,121.27181,230.991,129.9861,0
"Tamil Nadu",Sivagangai,PMGSY-II,4,1,4,1,0,0,11.955,7.47306,11.955,7.9755,0
"Tamil Nadu",Sivagangai,PMGSY-III,118,4,76,1,42,3,584.522,384.10254,364.972,241.2234,217.773
"Tamil Nadu",Tenkasi,PMGSY-II,3,0,3,0,0,0,9.532,4.1148,9.532,3.9285,0
"Tamil Nadu",Theni,PMGSY-II,2,0,2,0,0,0,6.7,2.4943,6.7,2.521,0
"Tamil Nadu",Theni,PMGSY-III,6,1,5,0,1,1,19.2,14.12334,15.112,8.6592,3.85
"Tamil Nadu",Tiruchirappalli,PMGSY-I,268,1,268,1,0,0,552.955,140.1259,545.514,123.8914,0
"Tamil Nadu",Tirunelveli,PMGSY-II,18,0,18,0,0,0,74.681,25.50315,74.681,24.4464,0
"Tamil Nadu",Tiruppur,PMGSY-III,82,1,41,0,41,1,349.2,186.36078,170.25,91.0071,178.975
"Tamil Nadu",Tiruvarur,PMGSY-III,99,21,47,0,52,21,401.411,382.67215,184.492,162.5046,216.944
Telangana,"Bhadradri Kothagudem",PMGSY-I,168,24,167,24,1,0,712.02,251.4457,675.957,135.4048,4.35
Telangana,Jangoan,PMGSY-I,88,8,88,8,0,0,280.49,93.59945,277.926,15.4745,0
Telangana,Jangoan,PMGSY-II,3,1,3,1,0,0,16.675,9.695,16.69,8.4956,0
Telangana,"Jogulamba Gadwal",PMGSY-II,2,0,2,0,0,0,22.86,9.1898,21.366,7.2018,0
Telangana,Kamareddy,PMGSY-III,11,4,8,0,3,4,83.208,59.17634,72.593,45.4139,7.934
Telangana,Karimnagar,PMGSY-I,65,7,65,7,0,0,170.461,30.67287,170.612,49.1757,0
Telangana,Khammam,PMGSY-I,135,9,135,9,0,0,423.151,108.162,419.051,37.213,0
Telangana,Khammam,PMGSY-III,16,7,3,2,13,5,115.803,99.76101,99.703,64.5692,15.65
Telangana,Mahabubabad,RCPLWEA,1,0,0,0,1,0,38.4,37.0495,17.642,15.103,20.758
Telangana,Mancherial,PMGSY-I,83,24,81,22,2,2,399.965,162.07359,368.755,204.0665,12.999
Telangana,Medak,PMGSY-III,9,0,4,0,5,0,64.266,34.61625,44.603,23.7926,18.006
Telangana,Mulugu,RCPLWEA,52,16,1,5,51,11,259.64,308.80704,105.4,120.1855,154.13
Telangana,Mulugu,PMGSY-III,2,0,0,0,2,0,13.55,8.805,0.1,3.8183,13.45
Telangana,Nagarkurnool,PMGSY-I,47,3,47,3,0,0,246.22,53.8064,240.37,95.9604,0
Telangana,Narayanpet,PMGSY-I,26,1,26,1,0,0,122.97,22.2787,117.61,44.413,0
Telangana,Nirmal,PMGSY-III,8,3,2,0,6,3,65.29,43.44925,59.93,34.7035,5.26
Telangana,Sangareddy,PMGSY-III,19,10,7,0,12,10,121.317,103.71032,87.132,44.0526,31.617
Telangana,Siddipet,PMGSY-II,6,1,6,1,0,0,55.34,30.2683,52.275,27.4082,0
Telangana,Suryapet,PMGSY-II,6,0,6,0,0,0,39.72,19.7316,39.72,13.9825,0
Telangana,Vikarabad,PMGSY-III,13,2,8,0,5,2,93.085,60.13381,70.713,44.5016,20.693
Telangana,Wanaparthy,PMGSY-I,25,2,25,2,0,0,106.049,20.8285,101.24,9.949,0
Telangana,"Warangal Urban",PMGSY-III,5,3,3,0,2,3,34.5,34.8,22.947,15.1003,10.65
Telangana,"Yadadri Bhongiri",PMGSY-III,15,5,10,0,5,5,69.49,60.61963,41.211,30.0915,24.505
Tripura,Dhalai,PMGSY-II,4,1,3,0,1,1,47.662,70.73037,15.159,30.8284,32.164
Tripura,Gomati,PMGSY-I,186,11,186,10,0,1,796.534,498.7943,765.916,482.1345,0
Tripura,"North Tripura",PMGSY-I,121,8,110,5,11,3,485.811,323.1304,438.308,275.3845,43.497
Tripura,"North Tripura",PMGSY-III,7,0,1,0,6,0,41.024,37.89487,4.265,15.526,36.759
Tripura,"South Tripura",PMGSY-I,281,15,281,14,0,1,1007.773,671.5744,992.179,648.2745,0
Tripura,"South Tripura",PMGSY-III,14,0,0,0,14,0,144.105,138.01054,30.315,25.297,113.79
Tripura,"South Tripura",PM-JANMAN,3,0,0,0,3,0,3.715,3.69646,0,0,3.715
Tripura,"West Tripura",PMGSY-I,168,6,168,6,0,0,465.545,274.9518,443.853,247.1325,0
"Uttar Pradesh",Agra,PMGSY-III,47,0,41,0,6,0,393.52,308.27603,383.312,225.6318,3.88
"Uttar Pradesh",Aligarh,PMGSY-I,205,0,205,0,0,0,690.625,184.3754,682.44,175.3916,0
"Uttar Pradesh",Baghpat,PMGSY-III,12,0,12,0,0,0,72.715,31.08809,72.635,28.3587,0
"Uttar Pradesh",Bahraich,PMGSY-II,12,1,12,1,0,0,101.075,64.5484,98.849,60.6683,0
"Uttar Pradesh",Ballia,PMGSY-I,227,0,226,0,1,0,527.491,156.7021,516.362,143.2851,8.7
"Uttar Pradesh",Ballia,PMGSY-III,32,0,23,0,9,0,233.075,146.6125,202.045,91.9275,31
"Uttar Pradesh",Barabanki,PMGSY-II,13,0,13,0,0,0,104.86,67.59899,103.25,61.1589,0
"Uttar Pradesh",Bijnor,PMGSY-I,240,0,240,0,0,0,607.99,117.6318,597.435,106.644,0
"Uttar Pradesh",Bulandshahr,PMGSY-I,315,0,315,0,0,0,754.485,163.9748,744.607,157.2351,0
"Uttar Pradesh",Bulandshahr,PMGSY-II,13,0,13,0,0,0,88.285,39.91807,88.18,37.1407,0
"Uttar Pradesh",Chandauli,PMGSY-I,239,0,239,0,0,0,720.77,178.6437,697.004,159.8467,0
"Uttar Pradesh",Chandauli,RCPLWEA,7,0,7,0,0,0,80.925,45.6326,80.55,42.1013,0
"Uttar Pradesh",Deoria,PMGSY-III,67,0,30,0,37,0,481.107,480.63866,245.438,174.0452,234.415
"Uttar Pradesh",Etah,PMGSY-I,274,0,274,0,0,0,718.952,166.1075,714.712,150.8243,0
"Uttar Pradesh",Etawah,PMGSY-II,18,0,18,0,0,0,108.6,65.9403,106.1,55.1888,0
"Uttar Pradesh",Farrukhabad,PMGSY-I,214,0,214,0,0,0,442.285,129.7255,424.764,114.2146,0
"Uttar Pradesh",Fatehpur,PMGSY-III,59,0,21,0,38,0,466.05,442.89172,246.72,177.5058,218.755
"Uttar Pradesh","G.B. Nagar",PMGSY-III,4,0,4,0,0,0,33.65,19.19977,31.948,12.771,0
"Uttar Pradesh",Ghazipur,PMGSY-III,62,0,43,0,19,0,417.405,303.30394,406.31,187.7794,5.1
"Uttar Pradesh",Hapur,PMGSY-I,131,0,131,0,0,0,424.57,100.07328,425.04,94.6871,0
"Uttar Pradesh",Hapur,PMGSY-II,10,0,10,0,0,0,89.1,44.40788,87.035,35.877,0
"Uttar Pradesh",Hardoi,PMGSY-II,13,0,13,0,0,0,107.55,70.74885,106.535,61.5132,0
"Uttar Pradesh",Hardoi,PMGSY-III,67,0,57,0,10,0,480.658,350.96026,447.478,280.9411,28.088
"Uttar Pradesh",Jaunpur,PMGSY-III,57,0,56,0,1,0,374.87,265.2944,371.09,224.1006,0.866
"Uttar Pradesh",Jhansi,PMGSY-II,14,0,14,0,0,0,110.42,70.2237,110.24,64.1953,0
"Uttar Pradesh","Kanpur Dehat",PMGSY-II,11,0,11,0,0,0,111.745,99.67319,110.785,78.3722,0
"Uttar Pradesh","Kanpur Dehat",PMGSY-III,33,0,18,0,15,0,238.679,199.11752,164.575,87.9386,65.047
"Uttar Pradesh",Kaushambi,PMGSY-II,18,0,18,0,0,0,120.515,84.9463,119.265,76.4863,0
"Uttar Pradesh",Kaushambi,PMGSY-III,40,0,28,0,12,0,282.62,272.4038,200.133,164.5227,81.705
"Uttar Pradesh",Lalitpur,PMGSY-II,14,0,14,0,0,0,110.291,66.9178,109.891,61.9163,0
"Uttar Pradesh",Lucknow,PMGSY-III,20,0,18,0,2,0,155.615,121.82107,147.646,90.0551,7.35
"Uttar Pradesh",Maharajganj,PMGSY-II,16,0,16,0,0,0,104.45,66.1358,105.2,58.6796,0
"Uttar Pradesh",Mainpuri,PMGSY-III,11,0,11,0,0,0,77.3,42.6268,76.438,31.625,0
"Uttar Pradesh",Mathura,PMGSY-III,34,3,23,3,11,0,305.531,236.21237,220.14,162.4534,81.566
"Uttar Pradesh",Meerut,PMGSY-II,14,0,14,0,0,0,98.601,43.6994,90.402,38.5693,0
"Uttar Pradesh",Mirzapur,PMGSY-II,14,0,14,0,0,0,114.45,43.4263,114.15,35.114,0
"Uttar Pradesh",Pilibhit,PMGSY-II,11,1,11,1,0,0,77.75,40.98453,75.76,40.1661,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-I,155,0,155,0,0,0,361.535,93.3095,352.84,82.2786,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-II,13,0,13,0,0,0,102.7,48.1293,100.295,46.89,0
"Uttar Pradesh",Saharanpur,PMGSY-III,38,0,34,0,4,0,280.52,167.3443,265.517,122.8341,8.106
"Uttar Pradesh",Sambhal,PMGSY-II,13,0,13,0,0,0,101.402,52.93763,101.089,46.0753,0
"Uttar Pradesh",Sambhal,PMGSY-III,25,0,25,0,0,0,184.095,130.1319,179.685,100.5673,0
"Uttar Pradesh",Shamli,PMGSY-II,10,0,10,0,0,0,105.3,50.71296,105.3,46.6157,0
"Uttar Pradesh",Sultanpur,PMGSY-II,7,0,7,0,0,0,93.55,70.7646,92.3,59.7019,0
"Uttar Pradesh",Unnao,PMGSY-II,14,0,14,0,0,0,110.985,70.91764,110.646,68.1818,0
Uttarakhand,Almora,PMGSY-II,10,0,10,0,0,0,108.175,62.7289,108.175,56.0642,0
Uttarakhand,Bageshwar,PMGSY-III,12,0,0,0,12,0,105.73,83.11198,15.3,5.9595,90.43
Uttarakhand,Dehradun,PMGSY-II,10,0,10,0,0,0,51.747,29.3604,51.497,29.1708,0
Uttarakhand,Dehradun,PMGSY-III,12,0,0,0,12,0,114.045,93.08242,27.5,13.334,86.545
Uttarakhand,Pauri,PMGSY-I,271,16,270,12,1,4,2014.619,931.72223,1992.23,925.9113,1
Uttarakhand,Rudraprayag,PMGSY-I,135,26,128,21,7,5,1292.89,675.7518,1262.373,679.7619,11.75
Uttarakhand,Rudraprayag,PMGSY-III,7,0,0,0,7,0,92.025,86.61822,11.6,9.9509,80.425
Uttarakhand,Uttarkashi,PMGSY-I,177,26,156,21,21,5,1360.523,700.28381,1258.618,621.1753,81.795
"West Bengal",Birbhum,PMGSY-II,7,0,7,0,0,0,76.75,61.97305,76.221,59.7094,0
"West Bengal",Cooch-Behar,PMGSY-II,6,4,6,4,0,0,76.575,84.53225,76.113,76.2672,0
"West Bengal",Darjeeling,PMGSY-III,2,0,0,0,2,0,8.297,8.7743,5.19,6.5658,3.107
"West Bengal",Howrah,PMGSY-I,325,0,325,0,0,0,1187.83,605.22187,1180.421,570.9688,0
"West Bengal",Maldah,PMGSY-I,200,1,200,1,0,0,1416.876,662.56652,1394.504,588.9022,0
